timestamp,camera,frame,track_id,global_id,posture,bbox,keypoints,objects
17:40:41.165798,cam1,37,2,1,FALL_DOWN,"(np.float32(506.63565), np.float32(441.59613), np.float32(809.9607), np.float32(718.18634))","[[653.3372192382812, 533.517578125, 0.9806007742881775], [671.2769775390625, 513.9747924804688, 0.9666013121604919], [635.9580688476562, 515.4738159179688, 0.9672331213951111], [700.5853271484375, 512.847412109375, 0.7838709950447083], [613.4140014648438, 516.5714111328125, 0.7421935200691223], [739.3619384765625, 596.068359375, 0.9301738142967224], [570.0342407226562, 599.5604858398438, 0.9512301683425903], [774.6901245117188, 697.5125732421875, 0.4834308922290802], [514.4404296875, 695.9088134765625, 0.5807431936264038], [751.0460815429688, 720.0, 0.3630695939064026], [515.4494018554688, 717.4277954101562, 0.4359113276004791], [691.2865600585938, 720.0, 0.19493471086025238], [582.3518676757812, 720.0, 0.22168049216270447], [722.9274291992188, 707.3314208984375, 0.028919054195284843], [586.8492431640625, 709.9086303710938, 0.03406091779470444], [699.2858276367188, 698.378173828125, 0.01365959644317627], [603.532958984375, 706.4511108398438, 0.01521771214902401]]",
17:40:41.313288,cam1,38,2,1,FALL_DOWN,"(np.float32(509.866), np.float32(441.4447), np.float32(809.865), np.float32(718.0467))","[[649.8391723632812, 534.1204833984375, 0.9795175790786743], [667.9104614257812, 515.255859375, 0.9644978046417236], [633.4404907226562, 515.9520263671875, 0.9667181968688965], [696.8489990234375, 514.970947265625, 0.7770357728004456], [611.6843872070312, 516.4891357421875, 0.7480049133300781], [739.7138061523438, 598.4234619140625, 0.9291208982467651], [566.180908203125, 601.8999633789062, 0.9490979313850403], [778.0994873046875, 701.1923828125, 0.4473595917224884], [519.4898681640625, 701.2645874023438, 0.5454075932502747], [755.9796142578125, 720.0, 0.320561945438385], [522.7921752929688, 715.56201171875, 0.3927209675312042], [692.6539306640625, 720.0, 0.1871836632490158], [582.178955078125, 720.0, 0.21311810612678528], [723.4469604492188, 709.6959838867188, 0.029068173840641975], [592.3851318359375, 712.2393798828125, 0.03463780879974365], [688.6585083007812, 701.9468383789062, 0.014437929727137089], [611.4409790039062, 707.2498779296875, 0.016163257881999016]]",
17:40:41.469932,cam1,39,2,1,WALKING,"(np.float32(510.77927), np.float32(442.002), np.float32(811.1146), np.float32(717.8129))","[[645.114013671875, 534.6189575195312, 0.9786339998245239], [662.8512573242188, 515.4385375976562, 0.9692855477333069], [628.5455322265625, 517.4945068359375, 0.9600417017936707], [694.3670654296875, 514.5574951171875, 0.8302351832389832], [610.258056640625, 519.473876953125, 0.6808475255966187], [738.470458984375, 597.177001953125, 0.930794358253479], [570.64697265625, 601.2711181640625, 0.943119466304779], [781.5845336914062, 699.184814453125, 0.4912857115268707], [518.6958618164062, 697.2110595703125, 0.5329704880714417], [762.1597900390625, 720.0, 0.3635380268096924], [521.8690185546875, 715.14453125, 0.3926543593406677], [690.5238037109375, 720.0, 0.19180722534656525], [582.8701782226562, 720.0, 0.2047736793756485], [724.927001953125, 705.8496704101562, 0.029828447848558426], [590.079833984375, 707.9417724609375, 0.03315231576561928], [703.7544555664062, 696.9788818359375, 0.014841720461845398], [607.2868041992188, 704.9239501953125, 0.016125312075018883]]",
17:40:41.633552,cam1,40,2,1,FALL_DOWN,"(np.float32(514.1653), np.float32(442.5299), np.float32(811.84735), np.float32(717.442))","[[641.5779418945312, 535.8226318359375, 0.9759216904640198], [660.0476684570312, 516.7186279296875, 0.9675015211105347], [624.4934692382812, 518.8026123046875, 0.9531323313713074], [692.3905639648438, 517.3945922851562, 0.8272139430046082], [605.6401977539062, 522.5202026367188, 0.6378673911094666], [738.1002197265625, 597.7181396484375, 0.9213582873344421], [567.43603515625, 601.997802734375, 0.929572582244873], [781.7308959960938, 700.3507690429688, 0.45374712347984314], [521.5201416015625, 697.92724609375, 0.4871963858604431], [775.439453125, 720.0, 0.3225979208946228], [522.9235229492188, 711.12451171875, 0.3491249680519104], [688.0261840820312, 720.0, 0.19191096723079681], [580.2481079101562, 720.0, 0.2053741216659546], [701.14013671875, 706.4778442382812, 0.03312728926539421], [578.9495849609375, 710.3677978515625, 0.036784347146749496], [668.79736328125, 708.4891967773438, 0.019075710326433182], [604.013427734375, 719.0324096679688, 0.020587598904967308]]",
17:40:41.786128,cam1,41,2,1,FALL_DOWN,"(np.float32(514.2542), np.float32(444.93896), np.float32(811.3818), np.float32(717.75977))","[[639.3834228515625, 539.2150268554688, 0.977062463760376], [657.1018676757812, 518.5792236328125, 0.9700329303741455], [620.2216796875, 523.0693359375, 0.9539499878883362], [689.5738525390625, 517.7379760742188, 0.8379546999931335], [599.9417724609375, 527.9878540039062, 0.6452317237854004], [731.2887573242188, 600.7001342773438, 0.93769770860672], [569.21044921875, 604.7391357421875, 0.9295409321784973], [782.3555908203125, 695.4576416015625, 0.5615471601486206], [516.1879272460938, 690.60986328125, 0.49968716502189636], [781.0618896484375, 720.0, 0.4260201156139374], [523.5911254882812, 717.1583251953125, 0.38493725657463074], [687.5505981445312, 719.3687133789062, 0.21669504046440125], [583.681396484375, 720.0, 0.20269005000591278], [725.5008544921875, 708.6777954101562, 0.031491294503211975], [593.37548828125, 712.14111328125, 0.0302716176956892], [713.4559936523438, 686.1383056640625, 0.014597428031265736], [608.047119140625, 702.9353637695312, 0.014377448707818985]]",
17:40:41.933232,cam1,42,2,1,FALL_DOWN,"(np.float32(514.1454), np.float32(446.4246), np.float32(811.1449), np.float32(717.8364))","[[635.8939819335938, 540.3346557617188, 0.9770488142967224], [654.264404296875, 519.8185424804688, 0.9713601469993591], [617.4410400390625, 523.39794921875, 0.9523587226867676], [688.302490234375, 519.2619018554688, 0.852563738822937], [598.6277465820312, 527.1796264648438, 0.62605220079422], [732.3963623046875, 604.4386596679688, 0.9362885355949402], [568.7288818359375, 606.2592163085938, 0.9305251836776733], [783.04833984375, 697.7597045898438, 0.5490425229072571], [516.0859375, 689.6029052734375, 0.5002206563949585], [782.0376586914062, 720.0, 0.4198497533798218], [524.0084228515625, 714.5171508789062, 0.38755303621292114], [692.2711181640625, 720.0, 0.2116350680589676], [587.1102905273438, 720.0, 0.20179840922355652], [732.02490234375, 712.5761108398438, 0.03081457130610943], [598.9236450195312, 714.4760131835938, 0.03044913522899151], [719.58984375, 689.4041748046875, 0.014327607117593288], [614.8624267578125, 703.72265625, 0.014501821249723434]]",
17:40:42.094214,cam1,43,2,1,FALL_DOWN,"(np.float32(513.39984), np.float32(447.26276), np.float32(810.8605), np.float32(717.6935))","[[634.1593627929688, 541.459228515625, 0.9761472344398499], [652.5822143554688, 520.992431640625, 0.971758246421814], [615.8373413085938, 524.848876953125, 0.9498165845870972], [687.9008178710938, 520.1575317382812, 0.8606417775154114], [598.0956420898438, 528.5352172851562, 0.6032817959785461], [733.474609375, 605.8731689453125, 0.9321351647377014], [568.9174194335938, 605.5689086914062, 0.9270259737968445], [782.91650390625, 700.49462890625, 0.5288667678833008], [514.0663452148438, 686.7808227539062, 0.48582229018211365], [781.2291259765625, 720.0, 0.40266549587249756], [523.5313720703125, 712.7736206054688, 0.3734334111213684], [693.7373657226562, 720.0, 0.20588301122188568], [588.32958984375, 720.0, 0.19831439852714539], [732.2842407226562, 714.3129272460938, 0.030682336539030075], [600.9156494140625, 714.7701416015625, 0.03072192333638668], [722.3260498046875, 687.357666015625, 0.014630112797021866], [619.9151611328125, 702.55908203125, 0.015031307935714722]]",
17:40:42.255743,cam1,44,2,1,FALL_DOWN,"(np.float32(512.99744), np.float32(448.04758), np.float32(810.98773), np.float32(717.7928))","[[634.4300537109375, 544.5717163085938, 0.9762797951698303], [652.0059814453125, 523.6078491210938, 0.9720630049705505], [615.8765869140625, 528.0140380859375, 0.9488109946250916], [687.6585083007812, 520.5753173828125, 0.860522449016571], [598.2583618164062, 530.3157348632812, 0.5901196002960205], [735.5303344726562, 606.6213989257812, 0.9326826333999634], [570.683837890625, 604.7675170898438, 0.9263207912445068], [784.4473876953125, 699.37451171875, 0.540071964263916], [513.7340087890625, 679.8211669921875, 0.4958248734474182], [780.7203369140625, 720.0, 0.4150386154651642], [523.6431884765625, 709.847900390625, 0.3861318528652191], [695.860595703125, 720.0, 0.2127971351146698], [589.7561645507812, 720.0, 0.2047037035226822], [732.766357421875, 716.4412231445312, 0.03036767803132534], [598.5604858398438, 716.045166015625, 0.030326461419463158], [722.5391235351562, 683.3948974609375, 0.014157643541693687], [614.8155517578125, 700.1888427734375, 0.014529597014188766]]",
17:40:42.407987,cam1,45,2,1,FALL_DOWN,"(np.float32(513.1649), np.float32(448.8651), np.float32(810.9974), np.float32(717.67365))","[[637.81494140625, 547.0120239257812, 0.9768200516700745], [654.4440307617188, 525.8397827148438, 0.9704084992408752], [619.0612182617188, 530.3007202148438, 0.9528620839118958], [688.1026611328125, 521.5526123046875, 0.8400470018386841], [599.6883544921875, 531.5361328125, 0.6216991543769836], [736.5696411132812, 608.4259643554688, 0.9309704303741455], [570.1272583007812, 605.5425415039062, 0.928592324256897], [785.3884887695312, 702.4478759765625, 0.5245451331138611], [515.0643310546875, 680.57373046875, 0.5030088424682617], [779.801025390625, 720.0, 0.40478864312171936], [525.569091796875, 711.752197265625, 0.3923143744468689], [697.1505737304688, 720.0, 0.20241029560565948], [590.3802490234375, 720.0, 0.19993174076080322], [730.717041015625, 712.5179443359375, 0.029527071863412857], [596.9489135742188, 711.53662109375, 0.03021475486457348], [719.1665649414062, 677.25634765625, 0.014109055511653423], [616.8276977539062, 694.489990234375, 0.014615636318922043]]",
17:40:42.562815,cam1,46,2,1,,"(np.float32(515.49023), np.float32(453.44107), np.float32(809.53754), np.float32(717.3668))","[[640.3411865234375, 553.4674072265625, 0.9751051068305969], [658.428955078125, 531.6731567382812, 0.9713971614837646], [621.1055297851562, 535.4755249023438, 0.9551759362220764], [693.8165893554688, 527.8426513671875, 0.8560643792152405], [601.6929931640625, 536.25341796875, 0.6361650228500366], [741.783203125, 617.4108276367188, 0.9041613936424255], [575.13818359375, 611.4136962890625, 0.9178568124771118], [788.4414672851562, 707.9927978515625, 0.38126441836357117], [517.3560791015625, 680.1942749023438, 0.43033504486083984], [772.3900146484375, 713.75146484375, 0.29798153042793274], [526.5628662109375, 707.3326416015625, 0.32796040177345276], [701.1165771484375, 720.0, 0.14131049811840057], [594.913818359375, 717.2139892578125, 0.15392377972602844], [730.1929321289062, 706.345703125, 0.0268576517701149], [600.1654663085938, 701.5347290039062, 0.030633309856057167], [715.988525390625, 678.5833740234375, 0.01606685481965542], [620.0321044921875, 692.6974487304688, 0.018050765618681908]]",
17:40:42.717554,cam1,47,2,1,,"(np.float32(525.857), np.float32(457.45865), np.float32(812.06824), np.float32(717.0395))","[[645.9234008789062, 556.6641235351562, 0.9687532782554626], [663.58349609375, 535.403076171875, 0.9715105891227722], [628.75341796875, 538.5673217773438, 0.9373785257339478], [700.339111328125, 531.416748046875, 0.8660707473754883], [612.5419921875, 538.0435791015625, 0.5276458263397217], [753.0992431640625, 624.8961181640625, 0.886210024356842], [582.7619018554688, 616.9283447265625, 0.8575577139854431], [791.2363891601562, 718.826171875, 0.3067936301231384], [531.597412109375, 684.218017578125, 0.24429921805858612], [761.9884643554688, 716.559326171875, 0.20750506222248077], [529.6561279296875, 685.7073364257812, 0.17842532694339752], [709.007568359375, 720.0, 0.10359976440668106], [598.830322265625, 720.0, 0.09806987643241882], [734.0938110351562, 715.3553466796875, 0.024186234921216965], [596.5230102539062, 712.221923828125, 0.023127209395170212], [712.454345703125, 685.69189453125, 0.0169819425791502], [620.8457641601562, 700.0859375, 0.016646070405840874]]",
17:40:42.881634,cam1,48,2,1,,"(np.float32(526.46216), np.float32(460.86014), np.float32(813.9131), np.float32(716.4034))","[[649.7582397460938, 564.3518676757812, 0.9678707122802734], [668.12646484375, 541.82373046875, 0.9695162177085876], [630.762939453125, 544.5609130859375, 0.9417551755905151], [706.244384765625, 535.3795166015625, 0.8553570508956909], [612.59033203125, 541.1749877929688, 0.5363615155220032], [757.638427734375, 633.02978515625, 0.8408253788948059], [585.2902221679688, 608.5816040039062, 0.853797972202301], [787.2446899414062, 720.0, 0.20538364350795746], [506.7869873046875, 632.1760864257812, 0.25079044699668884], [768.4877319335938, 715.9205322265625, 0.14960241317749023], [489.67633056640625, 598.9644775390625, 0.19032882153987885], [703.5560302734375, 720.0, 0.098105289041996], [595.1647338867188, 720.0, 0.1079123318195343], [721.2951049804688, 706.7496948242188, 0.030699538066983223], [598.6940307617188, 697.7012329101562, 0.03542478755116463], [690.1240844726562, 687.7327880859375, 0.028414076194167137], [616.1253662109375, 703.034423828125, 0.03218057006597519]]",
17:40:43.029378,cam1,49,2,1,,"(np.float32(538.90674), np.float32(463.6814), np.float32(816.8098), np.float32(716.4962))","[[653.3090209960938, 566.3595581054688, 0.9658024907112122], [672.6202392578125, 544.343017578125, 0.9686753153800964], [634.4788208007812, 546.5804443359375, 0.9377615451812744], [712.087158203125, 539.497802734375, 0.8596495985984802], [616.752685546875, 543.9928588867188, 0.5151717662811279], [761.3707275390625, 636.3504028320312, 0.8340688943862915], [596.0346069335938, 610.8773193359375, 0.8452719449996948], [789.5697021484375, 720.0, 0.1940135955810547], [527.0955810546875, 638.0221557617188, 0.2410420924425125], [765.244140625, 717.1966552734375, 0.14044179022312164], [514.9635009765625, 614.8160400390625, 0.1776929348707199], [706.238037109375, 720.0, 0.09828128665685654], [601.8170166015625, 718.1710205078125, 0.10924149304628372], [714.3033447265625, 709.6951904296875, 0.030930131673812866], [597.2301025390625, 697.0401000976562, 0.036147892475128174], [681.541748046875, 684.323486328125, 0.02951187454164028], [609.6158447265625, 695.8982543945312, 0.033764079213142395]]",
17:40:43.184713,cam1,50,2,1,,"(np.float32(559.03925), np.float32(466.0518), np.float32(818.8661), np.float32(716.52936))","[[659.9454956054688, 572.8480224609375, 0.9612608551979065], [678.9098510742188, 550.6994018554688, 0.9701873064041138], [641.6285400390625, 552.0410766601562, 0.9291985034942627], [719.5983276367188, 540.7760620117188, 0.8646172881126404], [625.0827026367188, 543.3119506835938, 0.485658198595047], [766.2069091796875, 634.4476318359375, 0.8337144255638123], [603.5420532226562, 610.6957397460938, 0.7784726619720459], [795.0455932617188, 720.0, 0.19508585333824158], [547.99462890625, 659.0647583007812, 0.15081742405891418], [768.9881591796875, 720.0, 0.12674561142921448], [552.4888916015625, 652.70703125, 0.11341538280248642], [709.8385620117188, 720.0, 0.07438383996486664], [605.1752319335938, 709.5803833007812, 0.06934039294719696], [733.2133178710938, 712.5648803710938, 0.024294592440128326], [608.4576416015625, 701.3717651367188, 0.023596499115228653], [705.26953125, 670.784912109375, 0.022703232243657112], [622.4895629882812, 683.4201049804688, 0.02245539426803589]]",
17:40:43.345822,cam1,51,2,1,,"(np.float32(569.5371), np.float32(468.97028), np.float32(821.251), np.float32(716.83527))","[[668.7940063476562, 573.8692016601562, 0.9600722193717957], [686.9202880859375, 551.37060546875, 0.9682218432426453], [649.1637573242188, 554.0585327148438, 0.9358294606208801], [724.4198608398438, 543.3232421875, 0.8455613851547241], [629.1486206054688, 548.7466430664062, 0.533667802810669], [767.8750610351562, 640.320556640625, 0.8208954334259033], [608.4767456054688, 614.6748657226562, 0.7509965896606445], [798.1817016601562, 720.0, 0.1681145578622818], [552.875, 656.2717895507812, 0.12490773946046829], [771.0711669921875, 720.0, 0.10694834589958191], [561.5758056640625, 651.6956176757812, 0.09459705650806427], [709.0806884765625, 716.7301025390625, 0.0667581632733345], [607.0814208984375, 704.5733642578125, 0.0606936477124691], [732.6573486328125, 710.41162109375, 0.02485072799026966], [610.8193359375, 698.2691040039062, 0.023578695952892303], [706.6546020507812, 667.6901245117188, 0.025459403172135353], [622.9548950195312, 683.8367919921875, 0.02451145462691784]]",
17:40:43.492865,cam1,52,2,1,,"(np.float32(562.0597), np.float32(471.0608), np.float32(822.7752), np.float32(716.76385))","[[671.2869262695312, 573.892578125, 0.9614158272743225], [688.5401000976562, 551.1510009765625, 0.9655975103378296], [651.60498046875, 554.8073120117188, 0.9370253682136536], [725.5974731445312, 544.6246948242188, 0.8436203598976135], [632.1370849609375, 552.6453247070312, 0.5280145406723022], [775.3106079101562, 647.484375, 0.808099627494812], [609.6615600585938, 617.1741333007812, 0.8071601390838623], [796.419677734375, 720.0, 0.1523357331752777], [532.8208618164062, 633.793212890625, 0.17812876403331757], [768.009521484375, 718.5830078125, 0.11130136996507645], [513.58935546875, 624.0616455078125, 0.1350337415933609], [711.8651123046875, 720.0, 0.08184656500816345], [608.7973022460938, 709.9346923828125, 0.08693941682577133], [721.688720703125, 702.4593505859375, 0.03199225664138794], [610.495849609375, 687.8425903320312, 0.03574898838996887], [681.56396484375, 667.4075927734375, 0.03623105213046074], [621.2504272460938, 686.4205932617188, 0.03992374986410141]]",
17:40:43.636979,cam1,53,2,1,,"(np.float32(568.842), np.float32(471.9937), np.float32(824.2446), np.float32(716.7312))","[[672.9990844726562, 578.1394653320312, 0.9612582921981812], [690.2837524414062, 554.0991821289062, 0.9695351123809814], [651.921875, 558.789794921875, 0.9440462589263916], [727.9962768554688, 545.3621215820312, 0.8496186137199402], [630.8829345703125, 555.4620361328125, 0.5694116950035095], [773.6027221679688, 649.7940063476562, 0.7781087756156921], [611.4791259765625, 620.8692016601562, 0.7566137909889221], [800.8179321289062, 720.0, 0.116633839905262], [547.957763671875, 646.291748046875, 0.12280693650245667], [766.6876220703125, 719.4801635742188, 0.07979284971952438], [553.9338989257812, 643.2852172851562, 0.09181874990463257], [709.7717895507812, 716.8707275390625, 0.051085468381643295], [606.4993286132812, 702.8583984375, 0.05430898815393448], [728.0296020507812, 710.7134399414062, 0.021755218505859375], [604.2979736328125, 696.9254150390625, 0.02392967976629734], [704.7669677734375, 665.4593505859375, 0.024915901944041252], [619.446044921875, 687.9337768554688, 0.0265695471316576]]",
17:40:43.792711,cam1,54,2,1,WALKING,"(np.float32(552.7812), np.float32(474.38336), np.float32(824.6294), np.float32(716.81946))","[[671.3438110351562, 578.2014770507812, 0.9620716571807861], [690.927001953125, 554.9336547851562, 0.9695642590522766], [650.82080078125, 557.7650756835938, 0.948652446269989], [729.3148803710938, 549.2930908203125, 0.8507548570632935], [628.6943359375, 555.061279296875, 0.6098769903182983], [772.9733276367188, 652.98193359375, 0.7829101085662842], [600.3499755859375, 630.6862182617188, 0.7805063724517822], [801.5850830078125, 720.0, 0.10976393520832062], [542.9013671875, 679.3411865234375, 0.12358371913433075], [769.0545043945312, 720.0, 0.07358474284410477], [561.7737426757812, 688.4476318359375, 0.08483514189720154], [706.0172119140625, 718.183349609375, 0.04747295752167702], [595.993408203125, 707.6831665039062, 0.05197962373495102], [729.3624267578125, 715.0243530273438, 0.019975684583187103], [598.6061401367188, 704.1947631835938, 0.022601602599024773], [701.94580078125, 673.7786865234375, 0.023074716329574585], [617.9180908203125, 692.619140625, 0.025034690275788307]]",
17:40:43.954727,cam1,55,2,1,WALKING,"(np.float32(548.99286), np.float32(475.88022), np.float32(824.6863), np.float32(716.85583))","[[670.6952514648438, 578.4732055664062, 0.9616425633430481], [690.5384521484375, 555.3424682617188, 0.9701274633407593], [650.4852905273438, 557.5732421875, 0.9467706084251404], [729.3056640625, 549.906494140625, 0.856052041053772], [628.4747924804688, 554.2392578125, 0.5901815891265869], [772.6453247070312, 655.9654541015625, 0.7771091461181641], [601.5136108398438, 629.0047607421875, 0.7684788107872009], [800.1403198242188, 720.0, 0.10501311719417572], [540.8282470703125, 671.6903686523438, 0.11510065943002701], [762.9428100585938, 719.1749267578125, 0.07096018642187119], [554.4586181640625, 679.08447265625, 0.08032289147377014], [704.4866333007812, 718.254150390625, 0.04589169844985008], [595.3709716796875, 705.2623291015625, 0.049819961190223694], [723.8950805664062, 717.0977783203125, 0.019973149523139], [595.1614990234375, 702.52783203125, 0.022278809919953346], [699.232666015625, 673.4014282226562, 0.023348242044448853], [615.3657836914062, 689.4564819335938, 0.025139089673757553]]",
17:40:44.108337,cam1,56,2,1,WALKING,"(np.float32(549.77374), np.float32(477.05093), np.float32(824.8028), np.float32(716.9323))","[[668.9363403320312, 580.2191162109375, 0.9606286287307739], [688.8823852539062, 557.25732421875, 0.9708404541015625], [648.7216186523438, 559.8876342773438, 0.941084623336792], [728.6530151367188, 551.9970092773438, 0.8670717477798462], [627.5769653320312, 557.1676025390625, 0.5535246729850769], [771.3126831054688, 656.162109375, 0.7913044095039368], [604.61474609375, 628.756591796875, 0.7624056339263916], [799.5410766601562, 720.0, 0.1255231499671936], [545.0142822265625, 668.9502563476562, 0.11992431432008743], [764.39208984375, 717.706787109375, 0.08581564575433731], [560.1507568359375, 678.7166137695312, 0.08642153441905975], [704.5465087890625, 716.4360961914062, 0.05189051479101181], [597.9164428710938, 702.911865234375, 0.053306836634874344], [720.2818603515625, 716.484130859375, 0.02124052681028843], [593.7571411132812, 701.0639038085938, 0.02239317260682583], [700.6504516601562, 667.4334106445312, 0.023509880527853966], [613.6759643554688, 683.970458984375, 0.024497048929333687]]",
17:40:44.267590,cam1,57,2,1,WALKING,"(np.float32(559.3058), np.float32(478.65942), np.float32(823.13055), np.float32(717.24426))","[[667.795166015625, 583.8150634765625, 0.9584264159202576], [686.7443237304688, 560.0376586914062, 0.9687755107879639], [647.0804443359375, 563.3085327148438, 0.9423491954803467], [725.730224609375, 552.20703125, 0.8527630567550659], [625.466796875, 559.0148315429688, 0.5771445035934448], [771.1719970703125, 654.8230590820312, 0.7748499512672424], [602.7914428710938, 635.0343017578125, 0.754280686378479], [802.728759765625, 720.0, 0.10692297667264938], [556.0379028320312, 688.0559692382812, 0.10736557096242905], [765.02099609375, 720.0, 0.07347363233566284], [586.4596557617188, 688.9971923828125, 0.07705281674861908], [713.0457763671875, 719.9956665039062, 0.04576236009597778], [605.5090942382812, 710.4600830078125, 0.04793481528759003], [732.6015625, 718.1903076171875, 0.02078883722424507], [607.1539306640625, 707.847900390625, 0.022578343749046326], [709.1920776367188, 669.0128173828125, 0.024764643982052803], [629.5762939453125, 686.9435424804688, 0.026243356987833977]]",
17:40:44.419893,cam1,58,2,1,WALKING,"(np.float32(554.34247), np.float32(479.7036), np.float32(821.9905), np.float32(717.49646))","[[662.0712890625, 584.5509033203125, 0.9609699845314026], [682.8339233398438, 561.7017822265625, 0.9713116884231567], [642.4586791992188, 562.9534912109375, 0.942747175693512], [723.161376953125, 555.9308471679688, 0.8674415349960327], [621.5775146484375, 557.7954711914062, 0.560270369052887], [768.5924682617188, 657.6857299804688, 0.784676730632782], [597.849365234375, 633.46142578125, 0.7653441429138184], [803.5327758789062, 720.0, 0.11591929197311401], [544.35986328125, 678.3903198242188, 0.11691197007894516], [766.7952880859375, 720.0, 0.07903622835874557], [562.1486206054688, 675.9329833984375, 0.084148108959198], [710.4490966796875, 720.0, 0.048273105174303055], [600.886962890625, 713.3361206054688, 0.05086628347635269], [730.1487426757812, 720.0, 0.020025350153446198], [600.3402099609375, 708.7100830078125, 0.021768415346741676], [707.5389404296875, 678.347412109375, 0.022534945979714394], [620.983154296875, 688.4450073242188, 0.02400677278637886]]",
17:40:44.579865,cam1,59,2,1,WALKING,"(np.float32(562.2298), np.float32(480.8012), np.float32(821.2694), np.float32(717.7546))","[[657.6529541015625, 585.9476318359375, 0.9592846035957336], [679.427734375, 564.149658203125, 0.9719713926315308], [639.0558471679688, 564.380126953125, 0.9365264773368835], [720.658203125, 560.638671875, 0.8801034092903137], [619.6950073242188, 559.8517456054688, 0.5198805928230286], [766.1857299804688, 659.296630859375, 0.7887924313545227], [600.045166015625, 632.904296875, 0.749138593673706], [804.6115112304688, 720.0, 0.12556003034114838], [551.4281616210938, 675.087158203125, 0.1129012256860733], [766.418701171875, 720.0, 0.08461957424879074], [566.3404541015625, 671.3912963867188, 0.0821928083896637], [711.6041259765625, 720.0, 0.050118036568164825], [604.5975341796875, 711.51513671875, 0.05062086507678032], [726.1718139648438, 720.0, 0.02079455554485321], [598.8253173828125, 704.3535766601562, 0.021657945588231087], [706.47265625, 682.6221923828125, 0.023175621405243874], [619.429443359375, 686.489013671875, 0.02412061020731926]]",
17:40:44.736985,cam1,60,2,1,WALKING,"(np.float32(571.1803), np.float32(481.34134), np.float32(819.9197), np.float32(718.12213))","[[653.6895141601562, 584.1506958007812, 0.9550279378890991], [675.345947265625, 562.5487670898438, 0.9722616076469421], [635.4844360351562, 563.8766479492188, 0.9234506487846375], [717.9209594726562, 559.8052978515625, 0.8917275667190552], [618.1447143554688, 561.2431030273438, 0.45847705006599426], [764.4879150390625, 656.073974609375, 0.8003653883934021], [600.8296508789062, 633.3419799804688, 0.7088631391525269], [804.5355834960938, 720.0, 0.1463971883058548], [556.4788818359375, 677.7545166015625, 0.09441918134689331], [763.8260498046875, 720.0, 0.09590384364128113], [578.1610107421875, 670.7074584960938, 0.07214686274528503], [712.1178588867188, 720.0, 0.05515528470277786], [606.30322265625, 713.6815795898438, 0.04850689694285393], [728.1223754882812, 720.0, 0.023189837113022804], [601.7546997070312, 706.259033203125, 0.0211833193898201], [713.326904296875, 683.7708129882812, 0.025640137493610382], [623.54443359375, 689.1577758789062, 0.024525128304958344]]",
17:40:44.898304,cam1,61,2,1,WALKING,"(np.float32(571.3722), np.float32(481.34818), np.float32(819.33777), np.float32(718.40674))","[[652.2730102539062, 583.2979736328125, 0.9563273787498474], [674.2882690429688, 561.6583862304688, 0.972976803779602], [634.2283325195312, 562.8961791992188, 0.9281827211380005], [717.423828125, 559.3463134765625, 0.8934260606765747], [617.2637329101562, 560.478759765625, 0.4732203185558319], [765.3489990234375, 656.9352416992188, 0.7855247855186462], [598.2982177734375, 634.3536376953125, 0.7201594114303589], [804.1263427734375, 720.0, 0.12457829713821411], [550.5675659179688, 677.8580322265625, 0.09417352825403214], [763.7039794921875, 720.0, 0.08084537088871002], [565.4931640625, 667.5960693359375, 0.06909820437431335], [713.2970581054688, 720.0, 0.05003764480352402], [605.7384643554688, 714.3024291992188, 0.04725361987948418], [729.0191040039062, 720.0, 0.021783530712127686], [601.520751953125, 707.5699462890625, 0.021298760548233986], [712.3390502929688, 686.375244140625, 0.02511005476117134], [625.1636962890625, 691.68359375, 0.025185314938426018]]",
17:40:45.051654,cam1,62,2,1,WALKING,"(np.float32(554.2011), np.float32(480.6102), np.float32(817.7205), np.float32(716.9713))","[[652.0120239257812, 583.0070190429688, 0.9641661643981934], [673.9268188476562, 561.5352172851562, 0.9684736728668213], [634.246337890625, 562.2449340820312, 0.9479625821113586], [715.7976684570312, 559.2206420898438, 0.8572907447814941], [617.4718017578125, 560.0184326171875, 0.592903733253479], [764.7407836914062, 652.79150390625, 0.7746089100837708], [590.9008178710938, 638.7001953125, 0.8362332582473755], [798.9982299804688, 720.0, 0.10294365882873535], [544.3899536132812, 699.9666748046875, 0.1799488514661789], [756.3943481445312, 718.2662353515625, 0.07524915784597397], [559.9002075195312, 686.6349487304688, 0.11919791996479034], [710.3513793945312, 720.0, 0.05349806696176529], [599.71484375, 720.0, 0.07231111079454422], [724.5463256835938, 716.8648681640625, 0.022367216646671295], [601.1768188476562, 707.2318725585938, 0.03120390512049198], [694.2135620117188, 698.9095458984375, 0.02707904949784279], [631.4558715820312, 704.2220458984375, 0.034319277852773666]]",
